pumaname,puma12ID,puma2kID,puma12name,pumaID,year,region,countyfip,puma,puma_str,puma_shcollege_white,puma_shcollege_hispanic,puma_shcollege_black,puma_shcollege_asian,puma_shcollege_other,puma_shnoncollege_white,puma_shnoncollege_hispanic,puma_shnoncollege_black,puma_shnoncollege_asian,puma_shnoncollege_other,puma_shmarr_white_noncol,puma_shcoh_white_noncol,puma_shunpmom_white_noncol,puma_shmarr_hispanic_noncol,puma_shcoh_hispanic_noncol,puma_shunpmom_hispanic_noncol,puma_shmarr_black_noncol,puma_shcoh_black_noncol,puma_shunpmom_black_noncol,puma_shmarr_asian_noncol,puma_shcoh_asian_noncol,puma_shunpmom_asian_noncol,puma_shmarr_other_noncol,puma_shcoh_other_noncol,puma_shunpmom_other_noncol,puma_shmarr_white_col,puma_shcoh_white_col,puma_shunpmom_white_col,puma_shmarr_hispanic_col,puma_shcoh_hispanic_col,puma_shunpmom_hispanic_col,puma_shmarr_black_col,puma_shcoh_black_col,puma_shunpmom_black_col,puma_shmarr_asian_col,puma_shcoh_asian_col,puma_shunpmom_asian_col,puma_shmarr_other_col,puma_shcoh_other_col,puma_shunpmom_other_col,puma_shpov_white_noncol,puma_shpov_hispanic_noncol,puma_shpov_black_noncol,puma_shpov_asian_noncol,puma_shpov_other_noncol,puma_shpov_white_col,puma_shpov_hispanic_col,puma_shpov_black_col,puma_shpov_asian_col,puma_shpov_other_col,puma_hhinc_white_noncol,puma_hhinc_hispanic_noncol,puma_hhinc_black_noncol,puma_hhinc_asian_noncol,puma_hhinc_other_noncol,puma_hhinc_white_col,puma_hhinc_hispanic_col,puma_hhinc_black_col,puma_hhinc_asian_col,puma_hhinc_other_col,puma_shpov_white_noncol_marr,puma_shpov_white_noncol_coh,puma_shpov_white_noncol_unpmom,puma_shpov_hisp_noncol_marr,puma_shpov_hisp_noncol_coh,puma_shpov_hisp_noncol_unpmom,puma_shpov_black_noncol_marr,puma_shpov_black_noncol_coh,puma_shpov_black_noncol_unpmom,puma_shpov_asian_noncol_marr,puma_shpov_asian_noncol_coh,puma_shpov_asian_noncol_unpmom,puma_shpov_other_noncol_marr,puma_shpov_other_noncol_coh,puma_shpov_other_noncol_unpmom,puma_shpov_white_col_marr,puma_shpov_white_col_coh,puma_shpov_white_col_unpmom,puma_shpov_hisp_col_marr,puma_shpov_hisp_col_coh,puma_shpov_hisp_col_unpmom,puma_shpov_black_col_marr,puma_shpov_black_col_coh,puma_shpov_black_col_unpmom,puma_shpov_asian_col_marr,puma_shpov_asian_col_coh,puma_shpov_asian_col_unpmom,puma_shpov_other_col_marr,puma_shpov_other_col_coh,puma_shpov_other_col_unpmom,puma_hhinc_white_noncol_marr,puma_hhinc_white_noncol_coh,puma_hhinc_white_noncol_unpmom,puma_hhinc_hisp_noncol_marr,puma_hhinc_hisp_noncol_coh,puma_hhinc_hisp_noncol_unpmom,puma_hhinc_black_noncol_marr,puma_hhinc_black_noncol_coh,puma_hhinc_black_noncol_unpmom,puma_hhinc_asian_noncol_marr,puma_hhinc_asian_noncol_coh,puma_hhinc_asian_noncol_unpmom,puma_hhinc_other_noncol_marr,puma_hhinc_other_noncol_coh,puma_hhinc_other_noncol_unpmom,puma_hhinc_white_col_marr,puma_hhinc_white_col_coh,puma_hhinc_white_col_unpmom,puma_hhinc_hisp_col_marr,puma_hhinc_hisp_col_coh,puma_hhinc_hisp_col_unpmom,puma_hhinc_black_col_marr,puma_hhinc_black_col_coh,puma_hhinc_black_col_unpmom,puma_hhinc_asian_col_marr,puma_hhinc_asian_col_coh,puma_hhinc_asian_col_unpmom,puma_hhinc_other_col_marr,puma_hhinc_other_col_coh,puma_hhinc_other_col_unpmom
Lee County--Auburn City,0101900,0101700,Lee County--Auburn City,0102201,2010,east south central div,81,1700,01700,35.700588,43.519573,14.346589,49.527699,95.774651,64.299408,56.480427,85.653412,50.472301,4.2253494,70,8.636364,21.363636,93.333336,0,6.666667,20.179371,5.8295965,73.991028,100,0,0,,,,90.697678,2.9069769,6.395349,100,0,0,71.875,6.25,21.875,100,0,0,,,,13.416709,29.431614,33.90168,0,,0,0,0,0,,46900,68100,19000,45000,,96000,158000,83000,70000,,6.5627737,18.980545,31.513191,30.057919,,,8.5390615,51.813786,39.552223,0,,,,,,0,0,0,0,,,0,,0,0,,,,,,48000,47400,26900,68100,,,42000,12200,15620,45000,,,,,,100000,47000,31400,158000,,,89600,,40100,70000,,,,,
"Houston, Dale, Geneva & Henry Counties--Dothan City",0102500,0102600,"Houston, Dale, Geneva & Henry Counties--Dothan City",0102300,2010,east south central div,0,2600,02600,21.859524,28.768116,8.0475321,1.3844889,13.053476,78.140472,71.231888,91.952469,98.615509,86.946526,69.157394,7.6311603,23.211447,38.888889,5.5555558,55.555557,25.977654,6.1452518,67.877098,83.333328,0,16.666668,66.666672,0,33.333336,86.973175,1.532567,11.494253,77.777779,22.222223,0,66.666672,5.1282053,28.20513,,,,,,,13.198479,35.372059,35.760315,15.011241,84.98201,10.179441,0,3.6557577,,,45060,31300,18300,35700,9100,95000,84000,58900,,,9.839324,10.548718,24.169846,32.588093,,40.947372,23.416668,9.632865,44.430141,0,,42.780746,,,100,.66990191,,64.145622,0,0,,3.0368707,,4.8168602,,,,,,,54000,54000,26000,46600,,31300,37400,48000,13000,35700,,20000,,,9100,100000,,24600,84000,38500,,62700,,46400,,,,,,
"Coffee, Covington, Butler & Crenshaw Counties",0102300,0101800,"Coffee, Covington, Butler & Crenshaw Counties",0102400,2010,east south central div,0,1800,01800,25.455189,36.911224,10.957454,4.7737484,42.377724,74.544815,63.088776,89.042549,95.22625,57.622276,67.960091,7.7605324,24.279381,45.833336,4.166667,50,24.349442,5.9479551,69.702599,87.5,0,12.5,75,0,25,86.700768,2.0460358,11.253197,75,25,0,62.295078,6.5573769,31.147539,,,,100,0,0,13.712984,67.648369,38.546406,11.715446,68.31604,6.4670959,0,1.4595771,,0,41000,28200,19000,35700,9100,95800,38500,57000,,103620,8.1430454,11.711561,26.951,69.494019,,68.831169,20.613272,15.609937,47.046501,0,,42.780746,0,,100,1.7823687,0,49.195065,0,0,,1.597628,,1.3611506,,,,0,,,53500,47400,20100,5000,,28200,39300,49000,14000,36200,,20000,47400,,9100,100000,42700,31400,84000,38500,,83000,,4900,,,,103620,,
"Russell, Pike, Barbour, Macon & Bullock Counties",0102400,0101800,"Russell, Pike, Barbour, Macon & Bullock Counties",0102500,2010,east south central div,0,1800,01800,28.774378,52.461521,12.884307,15.140845,82.534927,71.225624,47.538479,87.115692,84.859154,17.465073,67.342796,8.3164301,24.340771,85.714287,0,14.285715,20.595533,5.7071962,73.697266,100,0,0,,,,88.741722,2.9801323,8.2781458,83.333328,16.666668,0,64.814812,7.4074073,27.777779,,,,100,0,0,14.127888,72.570328,35.166813,0,0,2.5450556,0,0,,0,40000,28200,20800,45000,47400,92000,40160,82000,,292000,6.6861758,17.69982,28.046814,61.864853,,100,12.182622,54.931522,39.985851,0,,,0,,,1.6775796,0,13.633434,0,0,,0,,0,,,,0,,,48000,47400,15000,5000,,28200,39600,12200,18300,45000,,,47400,,,100010,150000,35000,158000,38500,,84020,,4900,,,,292000,,
Southwest Alabama,0102200,0102100,Southwest Alabama,0102600,2010,east south central div,0,2100,02100,16.958496,0,5.7977924,0,44.401543,83.041504,100,94.202209,100,55.598457,73.07692,.96153849,25.961538,0,0,100,30.769232,3.846154,65.384613,100,0,0,40,0,60.000004,90.322578,0,9.6774187,,,,83.333328,16.666668,0,,,,100,0,0,17.493166,100,40.146091,0,0,.91778201,,0,,0,43000,2500,22500,67000,26000,89400,,112000,,102800,11.107364,0,32.723473,,,100,4.5907722,0,65.964264,0,,,0,,0,0,,7.0175433,,,,0,0,,,,,0,,,52000,48560,23000,,,2500,45900,28000,11200,67000,,,49000,,26000,93800,,63000,,,,112000,8000,,,,,102800,,
Baldwin County,0102600,0102400,Baldwin County,0102701,2010,east south central div,3,2400,02400,31.175884,4.5655379,5.7702923,54.774536,11.462451,68.824112,95.434464,94.229706,45.225464,88.537552,66.442955,10.067114,23.489933,53.846157,46.153847,0,37.5,12.5,50,33.333336,0,66.666672,57.14286,0,42.857143,84.946236,0,15.053764,100,0,0,0,0,100,100,0,0,,,,19.25663,31.09568,37.415764,59.237541,43.080357,0,0,100,0,,44800,25000,45000,5600,197000,135400,55000,26100,74600,,17.443266,0,31.690676,0,53.554813,,0,0,61.720638,0,,100,0,,100,0,,0,0,,,,,100,0,,,,,,48000,80000,28800,33200,13000,,65000,47700,13100,80200,,5600,306000,,0,142000,,56300,55000,,,,,26100,74600,,,,,
Baldwin County,0102600,0102400,Baldwin County,0102702,2010,east south central div,3,2400,02400,31.175884,4.5655379,5.7702928,54.774536,11.46245,68.824112,95.434464,94.229706,45.225464,88.537552,66.442955,10.067114,23.489933,53.846157,46.153847,0,37.5,12.5,50,33.333336,0,66.666672,57.14286,0,42.857143,84.946236,0,15.053764,100,0,0,0,0,100,100,0,0,,,,19.25663,31.095678,37.415764,59.237534,43.080357,0,0,100,0,,44800,25000,45000,5600,197000,135400,55000,26100,74600,,17.443266,0,31.690676,0,53.554813,,0,0,61.720638,0,,100,0,,100,0,,0,0,,,,,100,0,,,,,,48000,80000,28800,33200,13000,,65000,47700,13100,80200,,5600,306000,,0,142000,,56300,55000,,,,,26100,74600,,,,,
"Mobile County (Outer)--Prichard City, Tillmans Corner & Saraland City",0102703,0102300,"Mobile County (Outer)--Prichard City, Tillmans Corner & Saraland City",0102801,2010,east south central div,97,2300,02300,19.217958,26.076311,12.851973,.1491894,21.522846,80.782043,73.923691,87.148026,99.850807,78.477158,73.962265,3.018868,23.018867,77.777779,0,22.222223,34.632034,6.4935064,58.874458,71.428574,28.57143,0,45.454548,36.363636,18.181818,80.833336,1.6666667,17.5,100,0,0,53.846157,0,46.153847,,,,75,0,25,14.748158,45.184563,19.12995,0,23.527767,.038000192,0,0,,0,55800,33500,42000,31000,32400,100000,125140,62000,,114000,5.6560059,39.430897,45.518307,0,,100,27.592844,4.0597472,12.178106,0,0,,24.694149,0,50.980396,.05076487,0,0,0,,,0,,0,,,,0,,0,61700,47280,27050,21600,,33500,66000,59800,24700,30000,58000,,108000,32400,17000,103000,36800,51760,125140,,,98000,,36000,,,,114000,,44400
Mobile City (West),0102702,0102300,Mobile City (West),0102802,2010,east south central div,97,2300,02300,27.573523,15.271735,12.374176,7.3494158,22.577721,72.426476,84.728264,87.625824,92.650581,77.422279,73.962265,3.018868,23.018867,77.777779,0,22.222223,34.632034,6.4935064,58.874458,71.428574,28.57143,0,45.454548,36.363636,18.181818,80.833336,1.6666667,17.5,100,0,0,53.846157,0,46.153847,,,,75,0,25,15.148966,23.08807,29.486435,0,20.947802,1.1269095,0,0,0,0,55000,23000,32400,31000,58000,101000,125140,66380,203100,114000,7.1930313,39.430897,38.190895,0,,100,31.120487,11.552506,30.93384,0,0,,20.763876,0,50.980396,1.4944758,0,0,0,,,0,,0,,,0,0,,0,61700,47280,24000,23000,,33500,45000,38200,20800,30000,58000,,108000,32400,17000,105000,36800,37000,125140,,,84300,,33200,,,203100,114000,,44400
Mobile City (West),0102702,0102300,Mobile City (West),0102803,2010,east south central div,97,2300,02300,42.2486,4.6834035,12.124191,27.603325,25.616709,57.7514,95.316597,87.875809,72.396675,74.383293,73.962265,3.018868,23.018867,77.777779,0,22.222223,34.632034,6.4935064,58.874458,71.428574,28.57143,0,45.454548,36.363636,18.181818,80.833336,1.6666667,17.5,,,,53.846157,0,46.153847,0,0,100,75,0,25,16.133642,6.2939115,34.860092,0,13.106094,1.9968536,0,0,0,0,50000,23000,28540,58000,58000,101000,125140,69400,203100,481000,11.356029,39.430897,26.141306,0,,100,34.039333,11.886024,39.589592,0,0,,11.113026,0,,2.632838,0,0,0,,,0,,0,,,0,0,,,61000,47280,24000,23000,,33500,40200,38200,17000,31000,58000,,58000,32400,,112200,65000,36000,125140,,,84300,,29500,,,203100,481000,,
Matanuska-Susitna & Kenai Peninsula Boroughs,0200200,0200200,Matanuska-Susitna & Kenai Peninsula Boroughs,0200101,2010,pacific division,0,200,00200,43.528873,7.8768225,46.996613,6.2579117,6.2854199,56.471127,92.123177,53.003387,93.742088,93.714577,76.439789,8.1151838,15.445026,69.387756,0,30.612246,50,0,50,71.698112,5.6603775,22.64151,43.434341,26.262627,30.303032,89.673912,2.7173913,7.6086955,100,0,0,100,0,0,92.85714,0,7.1428576,65,20,15.000001,7.9840317,0,0,15.217318,21.140749,4.468236,0,0,.0092547312,.014947496,60000,56700,75000,34000,40000,140600,193900,70000,98630,56300,1.7452095,.056711353,29.283974,0,,0,0,,0,.0049484265,0,46.437008,40.840702,9.0763521,.025879143,.0012102968,0,34.396973,0,,,0,,,0,,,0,,0,77600,28000,20600,56700,,17800,75000,,98740,34000,90100,26000,23100,64600,47100,140600,126800,79500,193900,,,70000,,,98630,,,54100,,56300
Anchorage Municipality (South),0200102,0200102,Anchorage Municipality (South),0200102,2010,pacific division,20,102,00102,31.13625,21.303068,4.7008786,32.816521,23.229841,68.863754,78.69693,95.299118,67.183479,76.770157,72.661873,10.071942,17.266188,73.684212,0,26.31579,50,0,50,69.387756,6.1224489,24.489796,45.588234,25,29.411766,88.04348,2.173913,9.782609,100,0,0,100,0,0,92.307693,0,7.6923079,72.222221,11.111112,16.666668,9.2441673,0,0,15.257602,12.489123,.02576999,0,0,6.9261098,0,101000,76000,24900,59900,72100,142150,114300,108400,103700,127730,.0067648352,3.6847272,34.89217,0,,0,0,,0,18.748259,,.98175257,.16798496,6.4546332,29.065144,0,0,.49866378,0,,,0,,,0,,100,0,0,0,118000,66000,25700,87300,,54600,66000,,24900,59900,,86000,72100,60600,104400,142150,30000,97000,114300,,,108400,,,103700,,20000,127730,62000,326200
Matanuska-Susitna & Kenai Peninsula Boroughs,0200200,0200200,Matanuska-Susitna & Kenai Peninsula Boroughs,0200200,2010,pacific division,0,200,00200,23.485863,19.127129,97.986671,4.6248851,3.3589497,76.514137,80.872871,2.0133286,95.375114,96.641052,76.439789,8.1151838,15.445026,69.387756,0,30.612246,,,,71.698112,5.6603775,22.64151,43.434341,26.262627,30.303032,89.673912,2.7173913,7.6086955,100,0,0,100,0,0,,,,65,20,15.000001,8.3034716,0,,.15813321,17.254681,8.5335016,0,0,0,99.758591,65700,72900,,103000,56900,78600,53000,100710,134000,31000,3.9104726,29.214684,13.861444,0,,0,,,,0,,,4.9018588,26.391706,21.425552,3.9025419,0,50.757236,0,,,0,,,0,,,,100,,77030,37300,23600,72900,,29300,,,,103000,,,72600,56900,34500,80100,121300,10300,53000,,,100710,,,134000,,,,31000,
Matanuska-Susitna & Kenai Peninsula Boroughs,0200200,0200200,Matanuska-Susitna & Kenai Peninsula Boroughs,0200300,2010,pacific division,0,200,00200,28.608963,20.41881,.0011724619,41.806534,20.944641,71.391037,79.581192,99.998825,58.193466,79.055359,79.714737,6.8145795,13.470681,50.980396,23.529411,25.490198,100,0,0,89.285713,0,10.714286,49.513512,20,30.486485,94.326241,1.0638298,4.6099291,100,0,0,,,,100,0,0,84.615387,15.384616,0,5.2939434,.19057186,0,0,41.666813,.016953651,0,,0,.044464178,70000,47400,70000,79300,66400,100900,110800,,101800,138000,2.7201548,.25891563,21.146599,0,4.6108603,0,0,,,0,,0,3.7564938,5.8069787,81.336754,.016667547,,.040915072,0,,,,,,0,,,.043326519,,,70000,70700,41600,85900,82300,22300,70000,,,79300,,34500,115150,14050,21800,98000,,139200,110800,,,,,,101800,,,138000,,
"Greater Fairbanks, Greater Juneau, Ketchikan Gateway Borough & Road-Connected Alaska",0200300,0200400,"Greater Fairbanks, Greater Juneau, Ketchikan Gateway Borough & Road-Connected Alaska",0200400,2010,pacific division,0,400,00400,31.977898,3.2423117,0,17.136774,5.4226236,68.022102,96.75769,100,82.863228,94.577377,80.412369,6.7010307,12.886598,50,30.000002,20,,,,88.461533,0,11.538462,49.888142,19.6868,30.425056,95.789474,0,4.2105265,,,,,,,100,0,0,88,12,0,5.261137,41.325066,0,0,23.233444,6.6227393,0,,0,4.2256298,83900,26100,70000,61420,50100,107240,110800,,142630,148600,.75349319,43.131134,17.043703,0,98.76931,0,0,,,0,,0,16.21137,20.95336,36.232895,7.1606078,,0,0,,,,,,0,,,5.2048826,0,,87900,49600,40600,82000,18200,26100,70000,,,61420,,26170,54160,52060,49510,123300,,50800,110800,,,,,,142630,,,159050,118840,
Maricopa County--Mesa City (East),0400101,0400114,Maricopa County--Mesa City (East),0400101,2010,mountain division,13,114,00114,25.40819,11.345127,29.418972,13.121143,23.390589,74.591812,88.654877,70.581024,86.87886,76.609413,72.485207,7.6923079,19.822485,73.333336,5.9259257,20.74074,42.857143,0,57.14286,93.75,0,6.25,100,0,0,83.561638,3.4246576,13.013699,76.470589,0,23.529411,100,0,0,100,0,0,0,100,0,16.94375,12.85686,26.260639,3.6101003,20.162817,11.746818,11.979795,0,0,0,60000,55100,59500,55400,94000,85000,65000,32300,33400,79000,8.9257555,31.290012,36.851685,5.1361842,0,45.016308,0,,45.866665,3.7843189,,,20.162817,,,4.058033,84.213722,21.57601,19.195969,,0,0,,,0,,,,0,,71000,27600,25320,56000,71000,29000,120000,,29000,55400,,,94000,,,98000,30000,50000,30000,,65000,32300,,,33400,,,,79000,
Maricopa County--Mesa City (North Central),0400102,0400114,Maricopa County--Mesa City (North Central),0400102,2010,mountain division,13,114,00114,23.86132,8.9241123,0,34.968716,30.370272,76.13868,91.07589,100,65.031281,69.62973,69.435211,7.3089705,23.255816,66.507179,12.91866,20.574163,50,0,50,90,0,10,58.333332,12.5,29.166666,88.39286,2.6785715,8.9285717,84.615387,0,15.384616,,,,100,0,0,36.363636,63.636364,0,22.301413,32.599613,0,11.913336,30.348316,1.2092537,0,,4.6884303,0,53300,38200,59500,57500,102200,80820,30000,,33400,79000,9.67871,69.23494,47.139904,19.561615,52.782726,61.967808,0,,,14.047459,,0,33.729755,,19.344263,1.4717709,0,0,0,,0,,,,4.6884303,,,,0,,65000,16000,26060,50600,30850,26800,59500,,,137500,,15810,102200,,30000,90000,83600,50000,30000,,135000,,,,33400,,,,79000,
Maricopa County--Mesa City (West),0400103,0400115,Maricopa County--Mesa City (West),0400103,2010,mountain division,13,115,00115,12.107693,2.6149201,9.0974588,25.223595,16.064306,87.892303,97.385078,90.902542,74.776405,83.935692,68.56369,7.3170729,24.119242,62.361622,11.808118,25.830257,62.5,0,37.5,94.444443,0,5.5555558,47.058823,8.8235292,44.117649,89.08046,4.0229888,6.8965516,79.166672,0,20.833332,,,,100,0,0,36.363636,63.636364,0,22.171106,46.472656,9.1945601,1.9896514,21.687248,5.1734791,3.0557387,,44.17292,0,46400,28000,60400,44900,30000,68400,76000,,93000,91000,8.9761038,6.4072728,54.087818,37.533924,72.334694,57.156094,,,12.520748,2.0027463,,,68.590569,0,21.09804,5.443296,,2.7083225,3.1534665,,,,,,44.17292,,,0,,,67000,41000,16700,32000,23500,26800,,,60400,44900,,,44450,31850,30000,75000,,60200,76000,,,,,,93000,,,91000,,
Maricopa County--Mesa City (South Central),0400104,0400115,Maricopa County--Mesa City (South Central),0400104,2010,mountain division,13,115,00115,24.053232,8.7290039,28.179735,15.944459,22.811594,75.94677,91.270996,71.820267,84.055542,77.188408,69.696968,7.6923079,22.610722,68.592056,10.830325,20.577618,37.5,0,62.5,94.444443,0,5.5555558,62.962959,11.111112,25.925926,84.472046,3.1055901,12.42236,81.818184,0,18.181818,100,0,0,100,0,0,36.363636,63.636364,0,17.85696,24.190506,24.720411,3.88322,21.545284,10.650783,10.086814,0,9.2038288,0,57500,42900,59500,44900,80000,85000,65000,32300,33400,79000,8.918869,32.394104,40.033649,14.606355,49.746655,50.215675,0,,43.754219,4.0855355,,,23.465239,,19.344263,3.9211452,80.685898,19.531914,14.960234,,0,0,,,9.2038288,,,,0,,67500,27600,25320,45000,40000,27000,120000,,29000,55400,,,94000,,30000,98000,30000,50000,30000,,65000,32300,,,33400,,,,79000,
Maricopa County--Gilbert Town (North),0400105,0400121,Maricopa County--Gilbert Town (North),0400105,2010,mountain division,13,121,00121,38.857155,32.337471,38.847775,70.373306,24.502453,61.142845,67.662529,61.152225,29.626694,75.497543,83.255814,3.4883723,13.255814,71.502594,8.2901554,20.207254,37.931034,3.4482758,58.620689,73.684212,21.052631,5.2631578,42.857143,21.428572,35.714287,87.692307,4.1025643,8.2051287,98.275864,0,1.7241379,84.210526,0,15.789473,96.666664,3.3333335,0,57.14286,42.857143,0,7.7949667,9.9817162,32.894402,1.0899971,0,5.2341008,0,0,10.591512,0,90100,67400,56000,74700,57000,105031,75000,169200,116000,41000,5.937077,4.8419666,27.408012,9.5787172,0,15.576262,.11073901,,89.110062,1.5604724,0,,0,0,0,5.3646145,0,6.4367256,0,,0,0,,0,11.334547,0,,0,0,,93300,60000,33800,67400,115200,46000,57600,,8100,72000,100000,,59000,48000,57000,110000,124600,70000,75000,,48000,169200,,210200,116000,111700,,68000,41000,
Maricopa County--Gilbert Town (North),0400105,0400120,Maricopa County--Gilbert Town (North),0400106,2010,mountain division,13,120,00120,46.640034,13.485935,38.248005,40.993626,6.6763887,53.359966,86.514069,61.751995,59.006374,93.323608,82.14286,3.4722223,14.384921,70.800003,8,21.199999,34.210526,3.9473681,61.84211,73.529411,20.588236,5.8823528,40.84507,19.718309,39.436619,87.721123,3.9542143,8.3246622,98.591545,0,1.4084507,82.222221,0,17.777779,97.419357,2.5806451,0,,,,6.7602067,27.3734,15.864383,14.583637,0,5.6285868,0,0,6.9212637,0,75000,38400,38000,53000,67300,113000,110000,79000,131500,75000,5.2995877,.37431359,10.63484,18.989372,0,51.090645,14.7442,0,21.012049,22.427961,0,0,0,0,0,4.3489943,0,20.17931,0,,,0,,0,6.931922,,,0,,,98000,86300,41100,40000,26500,23601,55100,38000,33000,50000,53000,126400,44000,84000,67300,120000,129100,44600,110000,,,79000,,67000,131500,,,75000,,
Maricopa County--Chandler City (South),0400107,0400120,Maricopa County--Chandler City (South),0400107,2010,mountain division,13,120,00120,46.998104,13.132152,38.23077,40.586666,5.8225503,53.001896,86.867851,61.76923,59.413334,94.177452,75.675674,3.3783782,20.945946,68.421051,7.0175438,24.561403,22.222223,5.5555558,72.222221,73.07692,19.23077,7.6923079,33.333336,13.333334,53.333336,87.845299,3.3149171,8.8397789,100,0,0,71.428574,0,28.57143,100,0,0,,,,6.7052879,27.627628,15.379826,14.676841,0,5.6435919,0,0,6.8331146,,75000,38400,38000,53000,67300,113000,110000,79000,131500,,5.2554207,0,10.378118,19.161814,0,51.387684,15.816326,0,19.786095,22.582874,0,0,0,0,0,4.3093033,0,20.594795,0,,,0,,0,6.8331146,,,,,,98000,86300,41100,40000,26500,23601,55100,38000,35200,50000,53000,126400,44000,84000,67300,120000,129100,44600,110000,,,79000,,67000,131500,,,,,
Phoenix City--Ahwatukee & South Mountain,0400120,0400119,Phoenix City--Ahwatukee & South Mountain,0400108,2010,mountain division,13,119,00119,44.42844,11.200188,23.595324,39.37191,2.0722165,55.57156,88.799812,76.404678,60.62809,97.92778,70.62706,6.270627,23.10231,58.24176,9.1575098,32.600735,30.645163,8.0645161,61.290325,76.744186,18.60465,4.6511626,23.529411,20.588236,55.882351,86.290321,3.7634411,9.9462366,88.333336,1.6666667,10,72.727272,0,27.272728,100,0,0,,,,22.311569,40.952904,16.725231,12.850499,39.656578,4.017468,18.510311,0,3.7882016,0,45200,30500,38800,53000,26000,107050,99000,67000,131500,75000,20.34668,23.132172,26.348326,22.93091,19.452627,65.757202,3.0242875,0,26.957802,15.756133,.030236976,,0,.37695262,61.784286,2.9296458,0,22.171806,21.653091,,0,0,,0,3.7882016,,,0,,,60200,45200,30000,40000,30000,15000,128000,38000,35200,66700,53000,,26000,84000,13500,120000,91900,44600,99600,,45000,79000,,65000,131500,,,75000,,
Phoenix City (South),0400119,0400118,Phoenix City (South),0400109,2010,mountain division,13,118,00118,42.280151,10.000817,15.673862,37.92968,.028115511,57.719849,89.999184,84.326141,62.07032,99.971886,67.149757,8.9371977,23.913044,56.112225,10.320642,33.567135,26.956522,11.304348,61.739128,83.333328,13.333334,3.3333335,19.117647,10.294118,70.588234,86.917961,3.9911308,9.090909,76.767677,6.060606,17.171717,75,0,25,100,0,0,,,,34.158031,48.747425,17.132256,10.837656,58.896797,2.5243711,33.272968,0,.0028821332,,28600,30000,38800,66700,13500,107050,45000,65000,93000,,33.038517,26.807503,39.369953,26.001926,32.349827,71.153831,.0050280201,,29.657824,10.838786,,,0,,85.903908,1.7333816,0,25.694984,44.949894,,0,0,,0,.0028821332,,,,,,32000,45200,27000,37700,30000,13000,128000,,38800,66700,,,26000,,13500,107050,43000,112000,64000,,45000,37000,,65000,93000,,,,,
Phoenix City (Northeast),0400113,0400107,Phoenix City (Northeast),0400110,2010,mountain division,13,107,00107,51.024067,30.83629,24.802771,80.087685,13.71491,48.975933,69.163712,75.197227,19.912315,86.285088,64.456718,7.3664823,28.176796,63.136459,9.1649694,27.698574,17.777779,15.555556,66.666672,,,,40.789474,7.8947363,51.315792,88.064041,2.7656476,9.1703053,73.684212,10.526316,15.789473,84,0,16,92.85714,0,7.1428576,68.181816,0,31.818182,12.165909,20.927727,10.946058,.14633715,36.612339,5.6847024,.0011941658,33.678291,.27983338,.29862121,61000,56000,24000,49300,35300,129000,85000,160000,183000,124000,8.2626801,.3158423,22.11203,23.070982,2.6026187,2.5331709,,,10.845096,.14926977,,,62.256931,99.875954,5.8042593,3.1016188,0,49.021191,.0012870471,0,0,0,,99.842239,0,,,0,,.51794761,92000,44400,53000,56000,105000,75000,,,24000,49300,,,24050,19800,36000,129000,183400,49400,85000,636000,318000,160000,,11700,183000,,,179000,,124000
